product_rule_id,product_id,product_name,category_id,storage_type_id,storage_condition,temperature_profile,rule_status,min_value,max_value,duration_unit,normalized_min_days,normalized_max_days,recommended_days,evidence_classification,confidence,source_name,source_url,source_locator,source_value_text,handling_notes
179,60,Indian Anchovy,3,1,FRIDGE,0-4 C,AVAILABLE,1,2,DAYS,1.0,2.0,1.5,CATEGORY_GENERALIZATION,MEDIUM,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,"ingredients.csv record: Fatty fish; catfish, mackerel, mullet, salmon, tuna, etc.","1-2 days refrigerated; FoodKeeper category: Fatty fish; catfish, mackerel, mullet, salmon, tuna, etc.",Keep continuously chilled/frozen; use package instructions when more restrictive.
180,60,Indian Anchovy,3,2,FREEZER,<= -18 C,AVAILABLE,2,3,MONTHS,60.0,90.0,75.0,CATEGORY_GENERALIZATION,MEDIUM,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,"ingredients.csv record: Fatty fish; catfish, mackerel, mullet, salmon, tuna, etc.","2-3 months frozen; FoodKeeper category: Fatty fish; catfish, mackerel, mullet, salmon, tuna, etc.",Keep continuously chilled/frozen; use package instructions when more restrictive.
181,61,Longtail Tuna,3,3,ROOM_TEMP,25-30 C,NOT_RECOMMENDED,0,2,HOURS,0.0,0.083,0.042,CATEGORY_GENERALIZATION,HIGH,Selecting and Serving Fresh and Frozen Seafood Safely,https://www.fda.gov/food/buy-store-serve-safe-food/selecting-and-serving-fresh-and-frozen-seafood-safely,Serving: two-hour rule,Never leave seafood out more than 2 hours; 1 hour only above 32 C,Discard after the safety maximum; this is not an endorsed room-temperature storage method.
182,61,Longtail Tuna,3,1,FRIDGE,0-4 C,AVAILABLE,1,2,DAYS,1.0,2.0,1.5,CATEGORY_GENERALIZATION,MEDIUM,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,"ingredients.csv record: Fatty fish; catfish, mackerel, mullet, salmon, tuna, etc.","1-2 days refrigerated; FoodKeeper category: Fatty fish; catfish, mackerel, mullet, salmon, tuna, etc.",Keep continuously chilled/frozen; use package instructions when more restrictive.
183,61,Longtail Tuna,3,2,FREEZER,<= -18 C,AVAILABLE,2,3,MONTHS,60.0,90.0,75.0,CATEGORY_GENERALIZATION,MEDIUM,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,"ingredients.csv record: Fatty fish; catfish, mackerel, mullet, salmon, tuna, etc.","2-3 months frozen; FoodKeeper category: Fatty fish; catfish, mackerel, mullet, salmon, tuna, etc.",Keep continuously chilled/frozen; use package instructions when more restrictive.
184,62,Skipjack Tuna,3,3,ROOM_TEMP,25-30 C,NOT_RECOMMENDED,0,2,HOURS,0.0,0.083,0.042,CATEGORY_GENERALIZATION,HIGH,Selecting and Serving Fresh and Frozen Seafood Safely,https://www.fda.gov/food/buy-store-serve-safe-food/selecting-and-serving-fresh-and-frozen-seafood-safely,Serving: two-hour rule,Never leave seafood out more than 2 hours; 1 hour only above 32 C,Discard after the safety maximum; this is not an endorsed room-temperature storage method.
185,62,Skipjack Tuna,3,1,FRIDGE,0-4 C,AVAILABLE,1,2,DAYS,1.0,2.0,1.5,CATEGORY_GENERALIZATION,MEDIUM,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,"ingredients.csv record: Fatty fish; catfish, mackerel, mullet, salmon, tuna, etc.","1-2 days refrigerated; FoodKeeper category: Fatty fish; catfish, mackerel, mullet, salmon, tuna, etc.",Keep continuously chilled/frozen; use package instructions when more restrictive.
186,62,Skipjack Tuna,3,2,FREEZER,<= -18 C,AVAILABLE,2,3,MONTHS,60.0,90.0,75.0,CATEGORY_GENERALIZATION,MEDIUM,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,"ingredients.csv record: Fatty fish; catfish, mackerel, mullet, salmon, tuna, etc.","2-3 months frozen; FoodKeeper category: Fatty fish; catfish, mackerel, mullet, salmon, tuna, etc.",Keep continuously chilled/frozen; use package instructions when more restrictive.
187,63,Kawakawa,3,3,ROOM_TEMP,25-30 C,NOT_RECOMMENDED,0,2,HOURS,0.0,0.083,0.042,CATEGORY_GENERALIZATION,HIGH,Selecting and Serving Fresh and Frozen Seafood Safely,https://www.fda.gov/food/buy-store-serve-safe-food/selecting-and-serving-fresh-and-frozen-seafood-safely,Serving: two-hour rule,Never leave seafood out more than 2 hours; 1 hour only above 32 C,Discard after the safety maximum; this is not an endorsed room-temperature storage method.
188,63,Kawakawa,3,1,FRIDGE,0-4 C,AVAILABLE,1,2,DAYS,1.0,2.0,1.5,CATEGORY_GENERALIZATION,MEDIUM,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,"ingredients.csv record: Fatty fish; catfish, mackerel, mullet, salmon, tuna, etc.","1-2 days refrigerated; FoodKeeper category: Fatty fish; catfish, mackerel, mullet, salmon, tuna, etc.",Keep continuously chilled/frozen; use package instructions when more restrictive.
189,63,Kawakawa,3,2,FREEZER,<= -18 C,AVAILABLE,2,3,MONTHS,60.0,90.0,75.0,CATEGORY_GENERALIZATION,MEDIUM,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,"ingredients.csv record: Fatty fish; catfish, mackerel, mullet, salmon, tuna, etc.","2-3 months frozen; FoodKeeper category: Fatty fish; catfish, mackerel, mullet, salmon, tuna, etc.",Keep continuously chilled/frozen; use package instructions when more restrictive.
190,64,Great Barracuda,3,3,ROOM_TEMP,25-30 C,NOT_RECOMMENDED,0,2,HOURS,0.0,0.083,0.042,CATEGORY_GENERALIZATION,HIGH,Selecting and Serving Fresh and Frozen Seafood Safely,https://www.fda.gov/food/buy-store-serve-safe-food/selecting-and-serving-fresh-and-frozen-seafood-safely,Serving: two-hour rule,Never leave seafood out more than 2 hours; 1 hour only above 32 C,Discard after the safety maximum; this is not an endorsed room-temperature storage method.
191,64,Great Barracuda,3,1,FRIDGE,0-4 C,AVAILABLE,1,2,DAYS,1.0,2.0,1.5,CATEGORY_GENERALIZATION,MEDIUM,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,"ingredients.csv record: Lean fish; cod, flounder, haddock, halibut, sole, etc.","1-2 days refrigerated; FoodKeeper category: Lean fish; cod, flounder, haddock, halibut, sole, etc.",Keep continuously chilled/frozen; use package instructions when more restrictive.
192,64,Great Barracuda,3,2,FREEZER,<= -18 C,AVAILABLE,6,8,MONTHS,180.0,240.0,210.0,CATEGORY_GENERALIZATION,MEDIUM,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,"ingredients.csv record: Lean fish; cod, flounder, haddock, halibut, sole, etc.","6-8 months frozen; FoodKeeper category: Lean fish; cod, flounder, haddock, halibut, sole, etc.",Keep continuously chilled/frozen; use package instructions when more restrictive.
193,65,Japanese Threadfin Bream,3,3,ROOM_TEMP,25-30 C,NOT_RECOMMENDED,0,2,HOURS,0.0,0.083,0.042,CATEGORY_GENERALIZATION,HIGH,Selecting and Serving Fresh and Frozen Seafood Safely,https://www.fda.gov/food/buy-store-serve-safe-food/selecting-and-serving-fresh-and-frozen-seafood-safely,Serving: two-hour rule,Never leave seafood out more than 2 hours; 1 hour only above 32 C,Discard after the safety maximum; this is not an endorsed room-temperature storage method.
194,65,Japanese Threadfin Bream,3,1,FRIDGE,0-4 C,AVAILABLE,1,2,DAYS,1.0,2.0,1.5,CATEGORY_GENERALIZATION,MEDIUM,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,"ingredients.csv record: Lean fish; cod, flounder, haddock, halibut, sole, etc.","1-2 days refrigerated; FoodKeeper category: Lean fish; cod, flounder, haddock, halibut, sole, etc.",Keep continuously chilled/frozen; use package instructions when more restrictive.
195,65,Japanese Threadfin Bream,3,2,FREEZER,<= -18 C,AVAILABLE,6,8,MONTHS,180.0,240.0,210.0,CATEGORY_GENERALIZATION,MEDIUM,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,"ingredients.csv record: Lean fish; cod, flounder, haddock, halibut, sole, etc.","6-8 months frozen; FoodKeeper category: Lean fish; cod, flounder, haddock, halibut, sole, etc.",Keep continuously chilled/frozen; use package instructions when more restrictive.
196,66,Malabar Blood Snapper,3,3,ROOM_TEMP,25-30 C,NOT_RECOMMENDED,0,2,HOURS,0.0,0.083,0.042,CATEGORY_GENERALIZATION,HIGH,Selecting and Serving Fresh and Frozen Seafood Safely,https://www.fda.gov/food/buy-store-serve-safe-food/selecting-and-serving-fresh-and-frozen-seafood-safely,Serving: two-hour rule,Never leave seafood out more than 2 hours; 1 hour only above 32 C,Discard after the safety maximum; this is not an endorsed room-temperature storage method.
197,66,Malabar Blood Snapper,3,1,FRIDGE,0-4 C,AVAILABLE,1,2,DAYS,1.0,2.0,1.5,CATEGORY_GENERALIZATION,MEDIUM,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,"ingredients.csv record: Lean fish; cod, flounder, haddock, halibut, sole, etc.","1-2 days refrigerated; FoodKeeper category: Lean fish; cod, flounder, haddock, halibut, sole, etc.",Keep continuously chilled/frozen; use package instructions when more restrictive.
198,66,Malabar Blood Snapper,3,2,FREEZER,<= -18 C,AVAILABLE,6,8,MONTHS,180.0,240.0,210.0,CATEGORY_GENERALIZATION,MEDIUM,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,"ingredients.csv record: Lean fish; cod, flounder, haddock, halibut, sole, etc.","6-8 months frozen; FoodKeeper category: Lean fish; cod, flounder, haddock, halibut, sole, etc.",Keep continuously chilled/frozen; use package instructions when more restrictive.
199,67,Orange-spotted Grouper,3,3,ROOM_TEMP,25-30 C,NOT_RECOMMENDED,0,2,HOURS,0.0,0.083,0.042,CATEGORY_GENERALIZATION,HIGH,Selecting and Serving Fresh and Frozen Seafood Safely,https://www.fda.gov/food/buy-store-serve-safe-food/selecting-and-serving-fresh-and-frozen-seafood-safely,Serving: two-hour rule,Never leave seafood out more than 2 hours; 1 hour only above 32 C,Discard after the safety maximum; this is not an endorsed room-temperature storage method.
200,67,Orange-spotted Grouper,3,1,FRIDGE,0-4 C,AVAILABLE,1,2,DAYS,1.0,2.0,1.5,CATEGORY_GENERALIZATION,MEDIUM,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,"ingredients.csv record: Lean fish; cod, flounder, haddock, halibut, sole, etc.","1-2 days refrigerated; FoodKeeper category: Lean fish; cod, flounder, haddock, halibut, sole, etc.",Keep continuously chilled/frozen; use package instructions when more restrictive.
201,67,Orange-spotted Grouper,3,2,FREEZER,<= -18 C,AVAILABLE,6,8,MONTHS,180.0,240.0,210.0,CATEGORY_GENERALIZATION,MEDIUM,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,"ingredients.csv record: Lean fish; cod, flounder, haddock, halibut, sole, etc.","6-8 months frozen; FoodKeeper category: Lean fish; cod, flounder, haddock, halibut, sole, etc.",Keep continuously chilled/frozen; use package instructions when more restrictive.
202,68,Barramundi,3,3,ROOM_TEMP,25-30 C,NOT_RECOMMENDED,0,2,HOURS,0.0,0.083,0.042,CATEGORY_GENERALIZATION,HIGH,Selecting and Serving Fresh and Frozen Seafood Safely,https://www.fda.gov/food/buy-store-serve-safe-food/selecting-and-serving-fresh-and-frozen-seafood-safely,Serving: two-hour rule,Never leave seafood out more than 2 hours; 1 hour only above 32 C,Discard after the safety maximum; this is not an endorsed room-temperature storage method.
203,68,Barramundi,3,1,FRIDGE,0-4 C,AVAILABLE,1,2,DAYS,1.0,2.0,1.5,CATEGORY_GENERALIZATION,MEDIUM,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,"ingredients.csv record: Lean fish; cod, flounder, haddock, halibut, sole, etc.","1-2 days refrigerated; FoodKeeper category: Lean fish; cod, flounder, haddock, halibut, sole, etc.",Keep continuously chilled/frozen; use package instructions when more restrictive.
204,68,Barramundi,3,2,FREEZER,<= -18 C,AVAILABLE,6,8,MONTHS,180.0,240.0,210.0,CATEGORY_GENERALIZATION,MEDIUM,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,"ingredients.csv record: Lean fish; cod, flounder, haddock, halibut, sole, etc.","6-8 months frozen; FoodKeeper category: Lean fish; cod, flounder, haddock, halibut, sole, etc.",Keep continuously chilled/frozen; use package instructions when more restrictive.
205,69,Silver Pomfret,3,3,ROOM_TEMP,25-30 C,NOT_RECOMMENDED,0,2,HOURS,0.0,0.083,0.042,CATEGORY_GENERALIZATION,HIGH,Selecting and Serving Fresh and Frozen Seafood Safely,https://www.fda.gov/food/buy-store-serve-safe-food/selecting-and-serving-fresh-and-frozen-seafood-safely,Serving: two-hour rule,Never leave seafood out more than 2 hours; 1 hour only above 32 C,Discard after the safety maximum; this is not an endorsed room-temperature storage method.
206,69,Silver Pomfret,3,1,FRIDGE,0-4 C,AVAILABLE,1,2,DAYS,1.0,2.0,1.5,CATEGORY_GENERALIZATION,MEDIUM,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,"ingredients.csv record: Lean fish; cod, flounder, haddock, halibut, sole, etc.","1-2 days refrigerated; FoodKeeper category: Lean fish; cod, flounder, haddock, halibut, sole, etc.",Keep continuously chilled/frozen; use package instructions when more restrictive.
207,69,Silver Pomfret,3,2,FREEZER,<= -18 C,AVAILABLE,6,8,MONTHS,180.0,240.0,210.0,CATEGORY_GENERALIZATION,MEDIUM,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,"ingredients.csv record: Lean fish; cod, flounder, haddock, halibut, sole, etc.","6-8 months frozen; FoodKeeper category: Lean fish; cod, flounder, haddock, halibut, sole, etc.",Keep continuously chilled/frozen; use package instructions when more restrictive.
208,70,Black Pomfret,3,3,ROOM_TEMP,25-30 C,NOT_RECOMMENDED,0,2,HOURS,0.0,0.083,0.042,CATEGORY_GENERALIZATION,HIGH,Selecting and Serving Fresh and Frozen Seafood Safely,https://www.fda.gov/food/buy-store-serve-safe-food/selecting-and-serving-fresh-and-frozen-seafood-safely,Serving: two-hour rule,Never leave seafood out more than 2 hours; 1 hour only above 32 C,Discard after the safety maximum; this is not an endorsed room-temperature storage method.
209,70,Black Pomfret,3,1,FRIDGE,0-4 C,AVAILABLE,1,2,DAYS,1.0,2.0,1.5,CATEGORY_GENERALIZATION,MEDIUM,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,"ingredients.csv record: Lean fish; cod, flounder, haddock, halibut, sole, etc.","1-2 days refrigerated; FoodKeeper category: Lean fish; cod, flounder, haddock, halibut, sole, etc.",Keep continuously chilled/frozen; use package instructions when more restrictive.
210,70,Black Pomfret,3,2,FREEZER,<= -18 C,AVAILABLE,6,8,MONTHS,180.0,240.0,210.0,CATEGORY_GENERALIZATION,MEDIUM,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,"ingredients.csv record: Lean fish; cod, flounder, haddock, halibut, sole, etc.","6-8 months frozen; FoodKeeper category: Lean fish; cod, flounder, haddock, halibut, sole, etc.",Keep continuously chilled/frozen; use package instructions when more restrictive.
211,71,Golden Pompano,3,3,ROOM_TEMP,25-30 C,NOT_RECOMMENDED,0,2,HOURS,0.0,0.083,0.042,CATEGORY_GENERALIZATION,HIGH,Selecting and Serving Fresh and Frozen Seafood Safely,https://www.fda.gov/food/buy-store-serve-safe-food/selecting-and-serving-fresh-and-frozen-seafood-safely,Serving: two-hour rule,Never leave seafood out more than 2 hours; 1 hour only above 32 C,Discard after the safety maximum; this is not an endorsed room-temperature storage method.
212,71,Golden Pompano,3,1,FRIDGE,0-4 C,AVAILABLE,1,2,DAYS,1.0,2.0,1.5,CATEGORY_GENERALIZATION,MEDIUM,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,"ingredients.csv record: Lean fish; cod, flounder, haddock, halibut, sole, etc.","1-2 days refrigerated; FoodKeeper category: Lean fish; cod, flounder, haddock, halibut, sole, etc.",Keep continuously chilled/frozen; use package instructions when more restrictive.
213,71,Golden Pompano,3,2,FREEZER,<= -18 C,AVAILABLE,6,8,MONTHS,180.0,240.0,210.0,CATEGORY_GENERALIZATION,MEDIUM,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,"ingredients.csv record: Lean fish; cod, flounder, haddock, halibut, sole, etc.","6-8 months frozen; FoodKeeper category: Lean fish; cod, flounder, haddock, halibut, sole, etc.",Keep continuously chilled/frozen; use package instructions when more restrictive.
214,72,Croaker,3,3,ROOM_TEMP,25-30 C,NOT_RECOMMENDED,0,2,HOURS,0.0,0.083,0.042,CATEGORY_GENERALIZATION,HIGH,Selecting and Serving Fresh and Frozen Seafood Safely,https://www.fda.gov/food/buy-store-serve-safe-food/selecting-and-serving-fresh-and-frozen-seafood-safely,Serving: two-hour rule,Never leave seafood out more than 2 hours; 1 hour only above 32 C,Discard after the safety maximum; this is not an endorsed room-temperature storage method.
215,72,Croaker,3,1,FRIDGE,0-4 C,AVAILABLE,1,2,DAYS,1.0,2.0,1.5,CATEGORY_GENERALIZATION,MEDIUM,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,"ingredients.csv record: Lean fish; cod, flounder, haddock, halibut, sole, etc.","1-2 days refrigerated; FoodKeeper category: Lean fish; cod, flounder, haddock, halibut, sole, etc.",Keep continuously chilled/frozen; use package instructions when more restrictive.
216,72,Croaker,3,2,FREEZER,<= -18 C,AVAILABLE,6,8,MONTHS,180.0,240.0,210.0,CATEGORY_GENERALIZATION,MEDIUM,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,"ingredients.csv record: Lean fish; cod, flounder, haddock, halibut, sole, etc.","6-8 months frozen; FoodKeeper category: Lean fish; cod, flounder, haddock, halibut, sole, etc.",Keep continuously chilled/frozen; use package instructions when more restrictive.
217,73,Fourfinger Threadfin,3,3,ROOM_TEMP,25-30 C,NOT_RECOMMENDED,0,2,HOURS,0.0,0.083,0.042,CATEGORY_GENERALIZATION,HIGH,Selecting and Serving Fresh and Frozen Seafood Safely,https://www.fda.gov/food/buy-store-serve-safe-food/selecting-and-serving-fresh-and-frozen-seafood-safely,Serving: two-hour rule,Never leave seafood out more than 2 hours; 1 hour only above 32 C,Discard after the safety maximum; this is not an endorsed room-temperature storage method.
218,73,Fourfinger Threadfin,3,1,FRIDGE,0-4 C,AVAILABLE,1,2,DAYS,1.0,2.0,1.5,CATEGORY_GENERALIZATION,MEDIUM,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,"ingredients.csv record: Lean fish; cod, flounder, haddock, halibut, sole, etc.","1-2 days refrigerated; FoodKeeper category: Lean fish; cod, flounder, haddock, halibut, sole, etc.",Keep continuously chilled/frozen; use package instructions when more restrictive.
219,73,Fourfinger Threadfin,3,2,FREEZER,<= -18 C,AVAILABLE,6,8,MONTHS,180.0,240.0,210.0,CATEGORY_GENERALIZATION,MEDIUM,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,"ingredients.csv record: Lean fish; cod, flounder, haddock, halibut, sole, etc.","6-8 months frozen; FoodKeeper category: Lean fish; cod, flounder, haddock, halibut, sole, etc.",Keep continuously chilled/frozen; use package instructions when more restrictive.
220,74,Flathead Grey Mullet,3,3,ROOM_TEMP,25-30 C,NOT_RECOMMENDED,0,2,HOURS,0.0,0.083,0.042,CATEGORY_GENERALIZATION,HIGH,Selecting and Serving Fresh and Frozen Seafood Safely,https://www.fda.gov/food/buy-store-serve-safe-food/selecting-and-serving-fresh-and-frozen-seafood-safely,Serving: two-hour rule,Never leave seafood out more than 2 hours; 1 hour only above 32 C,Discard after the safety maximum; this is not an endorsed room-temperature storage method.
221,74,Flathead Grey Mullet,3,1,FRIDGE,0-4 C,AVAILABLE,1,2,DAYS,1.0,2.0,1.5,CATEGORY_GENERALIZATION,MEDIUM,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,"ingredients.csv record: Fatty fish; catfish, mackerel, mullet, salmon, tuna, etc.","1-2 days refrigerated; FoodKeeper category: Fatty fish; catfish, mackerel, mullet, salmon, tuna, etc.",Keep continuously chilled/frozen; use package instructions when more restrictive.
222,74,Flathead Grey Mullet,3,2,FREEZER,<= -18 C,AVAILABLE,2,3,MONTHS,60.0,90.0,75.0,CATEGORY_GENERALIZATION,MEDIUM,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,"ingredients.csv record: Fatty fish; catfish, mackerel, mullet, salmon, tuna, etc.","2-3 months frozen; FoodKeeper category: Fatty fish; catfish, mackerel, mullet, salmon, tuna, etc.",Keep continuously chilled/frozen; use package instructions when more restrictive.
223,75,Milkfish,3,3,ROOM_TEMP,25-30 C,NOT_RECOMMENDED,0,2,HOURS,0.0,0.083,0.042,CATEGORY_GENERALIZATION,HIGH,Selecting and Serving Fresh and Frozen Seafood Safely,https://www.fda.gov/food/buy-store-serve-safe-food/selecting-and-serving-fresh-and-frozen-seafood-safely,Serving: two-hour rule,Never leave seafood out more than 2 hours; 1 hour only above 32 C,Discard after the safety maximum; this is not an endorsed room-temperature storage method.
224,75,Milkfish,3,1,FRIDGE,0-4 C,AVAILABLE,1,2,DAYS,1.0,2.0,1.5,CATEGORY_GENERALIZATION,MEDIUM,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,"ingredients.csv record: Fatty fish; catfish, mackerel, mullet, salmon, tuna, etc.","1-2 days refrigerated; FoodKeeper category: Fatty fish; catfish, mackerel, mullet, salmon, tuna, etc.",Keep continuously chilled/frozen; use package instructions when more restrictive.
225,75,Milkfish,3,2,FREEZER,<= -18 C,AVAILABLE,2,3,MONTHS,60.0,90.0,75.0,CATEGORY_GENERALIZATION,MEDIUM,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,"ingredients.csv record: Fatty fish; catfish, mackerel, mullet, salmon, tuna, etc.","2-3 months frozen; FoodKeeper category: Fatty fish; catfish, mackerel, mullet, salmon, tuna, etc.",Keep continuously chilled/frozen; use package instructions when more restrictive.
226,76,White-spotted Rabbitfish,3,3,ROOM_TEMP,25-30 C,NOT_RECOMMENDED,0,2,HOURS,0.0,0.083,0.042,CATEGORY_GENERALIZATION,HIGH,Selecting and Serving Fresh and Frozen Seafood Safely,https://www.fda.gov/food/buy-store-serve-safe-food/selecting-and-serving-fresh-and-frozen-seafood-safely,Serving: two-hour rule,Never leave seafood out more than 2 hours; 1 hour only above 32 C,Discard after the safety maximum; this is not an endorsed room-temperature storage method.
227,76,White-spotted Rabbitfish,3,1,FRIDGE,0-4 C,AVAILABLE,1,2,DAYS,1.0,2.0,1.5,CATEGORY_GENERALIZATION,MEDIUM,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,"ingredients.csv record: Lean fish; cod, flounder, haddock, halibut, sole, etc.","1-2 days refrigerated; FoodKeeper category: Lean fish; cod, flounder, haddock, halibut, sole, etc.",Keep continuously chilled/frozen; use package instructions when more restrictive.
228,76,White-spotted Rabbitfish,3,2,FREEZER,<= -18 C,AVAILABLE,6,8,MONTHS,180.0,240.0,210.0,CATEGORY_GENERALIZATION,MEDIUM,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,"ingredients.csv record: Lean fish; cod, flounder, haddock, halibut, sole, etc.","6-8 months frozen; FoodKeeper category: Lean fish; cod, flounder, haddock, halibut, sole, etc.",Keep continuously chilled/frozen; use package instructions when more restrictive.
229,77,Whitespotted Whipray,3,3,ROOM_TEMP,25-30 C,NOT_RECOMMENDED,0,2,HOURS,0.0,0.083,0.042,CATEGORY_GENERALIZATION,HIGH,Selecting and Serving Fresh and Frozen Seafood Safely,https://www.fda.gov/food/buy-store-serve-safe-food/selecting-and-serving-fresh-and-frozen-seafood-safely,Serving: two-hour rule,Never leave seafood out more than 2 hours; 1 hour only above 32 C,Discard after the safety maximum; this is not an endorsed room-temperature storage method.
230,77,Whitespotted Whipray,3,1,FRIDGE,0-4 C,AVAILABLE,1,2,DAYS,1.0,2.0,1.5,CATEGORY_GENERALIZATION,MEDIUM,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,"ingredients.csv record: Lean fish; cod, flounder, haddock, halibut, sole, etc.","1-2 days refrigerated; FoodKeeper category: Lean fish; cod, flounder, haddock, halibut, sole, etc.",Keep continuously chilled/frozen; use package instructions when more restrictive.
231,77,Whitespotted Whipray,3,2,FREEZER,<= -18 C,AVAILABLE,6,8,MONTHS,180.0,240.0,210.0,CATEGORY_GENERALIZATION,MEDIUM,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,"ingredients.csv record: Lean fish; cod, flounder, haddock, halibut, sole, etc.","6-8 months frozen; FoodKeeper category: Lean fish; cod, flounder, haddock, halibut, sole, etc.",Keep continuously chilled/frozen; use package instructions when more restrictive.
