rule_id,category_id,product_id,storage_type_id,min_days,max_days,recommended_days,rule_status,confidence,evidence_classification,source_name,source_url,source_locator,source_value_text,handling_notes
522,2,170,3,0,0,,NOT_RECOMMENDED,HIGH,FOOD_SAFETY_LIMIT,Singapore Food Agency Food Handlers Handbook,https://www.sfa.gov.sg/docs/default-source/our-services/food-handler%27s-handbook-%28english%29.pdf,"Food Handlers Handbook, section 8.1 Storage of Food: food in the 5-60 C danger zone should not be held at room temperature for more than 2 hours. Supplied source label: MOH/KKM / SFA - Room Temperature Storage Not Recommended",0 days; supplied source labels this storage condition Not Recommended.,Display a warning; do not calculate an endorsed expiry date for this storage condition.
523,2,171,1,3,5,4,AVAILABLE,HIGH,PRODUCT_SPECIFIC,USDA FoodKeeper open dataset,https://catalog.data.gov/dataset/fsis-foodkeeper-data,FoodKeeper row: Beef — short ribs; Official XLS: https://www.fsis.usda.gov/shared/data/EN/FoodKeeper-Data.xls; structured review CSV: https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,3-5 Days refrigerated; normalized to 3-5 days,FoodKeeper value normalized to days (1 week = 7 days; 1 month = 30 days). Product catalogue name retained unchanged.
524,2,171,2,120,360,240,AVAILABLE,HIGH,PRODUCT_SPECIFIC,USDA FoodKeeper open dataset,https://catalog.data.gov/dataset/fsis-foodkeeper-data,FoodKeeper row: Beef — short ribs; Official XLS: https://www.fsis.usda.gov/shared/data/EN/FoodKeeper-Data.xls; structured review CSV: https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,4-12 Months frozen; normalized to 120-360 days,FoodKeeper value normalized to days (1 week = 7 days; 1 month = 30 days). Product catalogue name retained unchanged.
525,2,171,3,0,0,,NOT_RECOMMENDED,HIGH,FOOD_SAFETY_LIMIT,Singapore Food Agency Food Handlers Handbook,https://www.sfa.gov.sg/docs/default-source/our-services/food-handler%27s-handbook-%28english%29.pdf,"Food Handlers Handbook, section 8.1 Storage of Food: food in the 5-60 C danger zone should not be held at room temperature for more than 2 hours. Supplied source label: MOH/KKM / SFA - Room Temperature Storage Not Recommended",0 days; supplied source labels this storage condition Not Recommended.,Display a warning; do not calculate an endorsed expiry date for this storage condition.
526,2,172,1,3,5,4,AVAILABLE,HIGH,PRODUCT_SPECIFIC,USDA FoodKeeper open dataset,https://catalog.data.gov/dataset/fsis-foodkeeper-data,FoodKeeper row: Beef — steaks; Official XLS: https://www.fsis.usda.gov/shared/data/EN/FoodKeeper-Data.xls; structured review CSV: https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,3-5 Days refrigerated; normalized to 3-5 days,FoodKeeper value normalized to days (1 week = 7 days; 1 month = 30 days). Product catalogue name retained unchanged.
527,2,172,2,120,360,240,AVAILABLE,HIGH,PRODUCT_SPECIFIC,USDA FoodKeeper open dataset,https://catalog.data.gov/dataset/fsis-foodkeeper-data,FoodKeeper row: Beef — steaks; Official XLS: https://www.fsis.usda.gov/shared/data/EN/FoodKeeper-Data.xls; structured review CSV: https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,4-12 Months frozen; normalized to 120-360 days,FoodKeeper value normalized to days (1 week = 7 days; 1 month = 30 days). Product catalogue name retained unchanged.
528,2,172,3,0,0,,NOT_RECOMMENDED,HIGH,FOOD_SAFETY_LIMIT,Singapore Food Agency Food Handlers Handbook,https://www.sfa.gov.sg/docs/default-source/our-services/food-handler%27s-handbook-%28english%29.pdf,"Food Handlers Handbook, section 8.1 Storage of Food: food in the 5-60 C danger zone should not be held at room temperature for more than 2 hours. Supplied source label: MOH/KKM / SFA - Room Temperature Storage Not Recommended",0 days; supplied source labels this storage condition Not Recommended.,Display a warning; do not calculate an endorsed expiry date for this storage condition.
529,2,173,1,3,5,4,AVAILABLE,MEDIUM,PRODUCT_GROUP_TABLE,"University of Maine Cooperative Extension, Bulletin #4107, Cold Storage Chart",https://extension.umaine.edu/publications/4107e/,"Cold Storage Chart: fresh beef, veal, lamb or pork steaks, chops and roasts; refrigerator 40 F / freezer 0 F table. This public USDA-reprinted chart is used to verify the supplied value. Supplied source label: Ministry of Health Malaysia (MOH/KKM) / Singa",3-5 days,
530,2,173,2,180,365,272.5,AVAILABLE,MEDIUM,PRODUCT_GROUP_TABLE,"University of Maine Cooperative Extension, Bulletin #4107, Cold Storage Chart",https://extension.umaine.edu/publications/4107e/,"Cold Storage Chart: fresh beef, veal, lamb or pork steaks, chops and roasts; refrigerator 40 F / freezer 0 F table. This public USDA-reprinted chart is used to verify the supplied value. Supplied source label: Ministry of Health Malaysia (MOH/KKM) Panduan",180-365 days,
531,2,173,3,0,0,,NOT_RECOMMENDED,HIGH,FOOD_SAFETY_LIMIT,Singapore Food Agency Food Handlers Handbook,https://www.sfa.gov.sg/docs/default-source/our-services/food-handler%27s-handbook-%28english%29.pdf,"Food Handlers Handbook, section 8.1 Storage of Food: food in the 5-60 C danger zone should not be held at room temperature for more than 2 hours. Supplied source label: MOH/KKM / SFA - Room Temperature Storage Not Recommended",0 days; supplied source labels this storage condition Not Recommended.,Display a warning; do not calculate an endorsed expiry date for this storage condition.
532,2,174,1,1,2,1.5,AVAILABLE,HIGH,PRODUCT_SPECIFIC,USDA FoodKeeper open dataset,https://catalog.data.gov/dataset/fsis-foodkeeper-data,FoodKeeper row: Beef — ground; Official XLS: https://www.fsis.usda.gov/shared/data/EN/FoodKeeper-Data.xls; structured review CSV: https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,1-2 Days refrigerated; normalized to 1-2 days,FoodKeeper value normalized to days (1 week = 7 days; 1 month = 30 days). Product catalogue name retained unchanged.
533,2,174,2,90,120,105,AVAILABLE,HIGH,PRODUCT_SPECIFIC,USDA FoodKeeper open dataset,https://catalog.data.gov/dataset/fsis-foodkeeper-data,FoodKeeper row: Beef — ground; Official XLS: https://www.fsis.usda.gov/shared/data/EN/FoodKeeper-Data.xls; structured review CSV: https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,3-4 Months frozen; normalized to 90-120 days,FoodKeeper value normalized to days (1 week = 7 days; 1 month = 30 days). Product catalogue name retained unchanged.
534,2,174,3,0,0,,NOT_RECOMMENDED,HIGH,FOOD_SAFETY_LIMIT,Singapore Food Agency Food Handlers Handbook,https://www.sfa.gov.sg/docs/default-source/our-services/food-handler%27s-handbook-%28english%29.pdf,"Food Handlers Handbook, section 8.1 Storage of Food: food in the 5-60 C danger zone should not be held at room temperature for more than 2 hours. Supplied source label: MOH/KKM / SFA - Room Temperature Storage Not Recommended",0 days; supplied source labels this storage condition Not Recommended.,Display a warning; do not calculate an endorsed expiry date for this storage condition.
535,2,175,1,2,3,2.5,AVAILABLE,MEDIUM,PRODUCT_GROUP_TABLE,"University of Maine Cooperative Extension, Bulletin #4107, Cold Storage Chart",https://extension.umaine.edu/publications/4107e/,"Cold Storage Chart: fresh beef, veal, lamb or pork steaks, chops and roasts; refrigerator 40 F / freezer 0 F table. This public USDA-reprinted chart is used to verify the supplied value. Supplied source label: Singapore Food Agency (SFA) / DVS Malaysia",2-3 days,
536,2,175,2,180,240,210,AVAILABLE,MEDIUM,PRODUCT_GROUP_TABLE,"University of Maine Cooperative Extension, Bulletin #4107, Cold Storage Chart",https://extension.umaine.edu/publications/4107e/,"Cold Storage Chart: fresh beef, veal, lamb or pork steaks, chops and roasts; refrigerator 40 F / freezer 0 F table. This public USDA-reprinted chart is used to verify the supplied value. Supplied source label: Singapore Food Agency (SFA) / USDA FoodKeeper",180-240 days,
537,2,175,3,0,0,,NOT_RECOMMENDED,HIGH,FOOD_SAFETY_LIMIT,Singapore Food Agency Food Handlers Handbook,https://www.sfa.gov.sg/docs/default-source/our-services/food-handler%27s-handbook-%28english%29.pdf,"Food Handlers Handbook, section 8.1 Storage of Food: food in the 5-60 C danger zone should not be held at room temperature for more than 2 hours. Supplied source label: MOH/KKM / SFA - Room Temperature Storage Not Recommended",0 days; supplied source labels this storage condition Not Recommended.,Display a warning; do not calculate an endorsed expiry date for this storage condition.
538,2,176,1,1,2,1.5,AVAILABLE,HIGH,PRODUCT_SPECIFIC,USDA FoodKeeper open dataset,https://catalog.data.gov/dataset/fsis-foodkeeper-data,"FoodKeeper row: Variety meats — liver, tongue, chitterlings, etc.; Official XLS: https://www.fsis.usda.gov/shared/data/EN/FoodKeeper-Data.xls; structured review CSV: https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv",1-2 Days refrigerated; normalized to 1-2 days,FoodKeeper value normalized to days (1 week = 7 days; 1 month = 30 days). Product catalogue name retained unchanged.
539,2,176,2,90,120,105,AVAILABLE,HIGH,PRODUCT_SPECIFIC,USDA FoodKeeper open dataset,https://catalog.data.gov/dataset/fsis-foodkeeper-data,"FoodKeeper row: Variety meats — liver, tongue, chitterlings, etc.; Official XLS: https://www.fsis.usda.gov/shared/data/EN/FoodKeeper-Data.xls; structured review CSV: https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv",3-4 Months frozen; normalized to 90-120 days,FoodKeeper value normalized to days (1 week = 7 days; 1 month = 30 days). Product catalogue name retained unchanged.
540,2,176,3,0,0,,NOT_RECOMMENDED,HIGH,FOOD_SAFETY_LIMIT,Singapore Food Agency Food Handlers Handbook,https://www.sfa.gov.sg/docs/default-source/our-services/food-handler%27s-handbook-%28english%29.pdf,"Food Handlers Handbook, section 8.1 Storage of Food: food in the 5-60 C danger zone should not be held at room temperature for more than 2 hours. Supplied source label: MOH/KKM / SFA - Room Temperature Storage Not Recommended",0 days; supplied source labels this storage condition Not Recommended.,Display a warning; do not calculate an endorsed expiry date for this storage condition.
541,2,177,1,1,2,1.5,AVAILABLE,HIGH,PRODUCT_SPECIFIC,USDA FoodKeeper open dataset,https://catalog.data.gov/dataset/fsis-foodkeeper-data,"FoodKeeper row: Variety meats — liver, tongue, chitterlings, etc.; Official XLS: https://www.fsis.usda.gov/shared/data/EN/FoodKeeper-Data.xls; structured review CSV: https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv",1-2 Days refrigerated; normalized to 1-2 days,FoodKeeper value normalized to days (1 week = 7 days; 1 month = 30 days). Product catalogue name retained unchanged.
542,2,177,2,90,120,105,AVAILABLE,HIGH,PRODUCT_SPECIFIC,USDA FoodKeeper open dataset,https://catalog.data.gov/dataset/fsis-foodkeeper-data,"FoodKeeper row: Variety meats — liver, tongue, chitterlings, etc.; Official XLS: https://www.fsis.usda.gov/shared/data/EN/FoodKeeper-Data.xls; structured review CSV: https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv",3-4 Months frozen; normalized to 90-120 days,FoodKeeper value normalized to days (1 week = 7 days; 1 month = 30 days). Product catalogue name retained unchanged.
543,2,177,3,0,0,,NOT_RECOMMENDED,HIGH,FOOD_SAFETY_LIMIT,Singapore Food Agency Food Handlers Handbook,https://www.sfa.gov.sg/docs/default-source/our-services/food-handler%27s-handbook-%28english%29.pdf,"Food Handlers Handbook, section 8.1 Storage of Food: food in the 5-60 C danger zone should not be held at room temperature for more than 2 hours. Supplied source label: MOH/KKM / SFA - Room Temperature Storage Not Recommended",0 days; supplied source labels this storage condition Not Recommended.,Display a warning; do not calculate an endorsed expiry date for this storage condition.
544,2,178,1,1,2,1.5,AVAILABLE,HIGH,PRODUCT_SPECIFIC,USDA FoodKeeper open dataset,https://catalog.data.gov/dataset/fsis-foodkeeper-data,"FoodKeeper row: Variety meats — liver, tongue, chitterlings, etc.; Official XLS: https://www.fsis.usda.gov/shared/data/EN/FoodKeeper-Data.xls; structured review CSV: https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv",1-2 Days refrigerated; normalized to 1-2 days,FoodKeeper value normalized to days (1 week = 7 days; 1 month = 30 days). Product catalogue name retained unchanged.
545,2,178,2,90,120,105,AVAILABLE,HIGH,PRODUCT_SPECIFIC,USDA FoodKeeper open dataset,https://catalog.data.gov/dataset/fsis-foodkeeper-data,"FoodKeeper row: Variety meats — liver, tongue, chitterlings, etc.; Official XLS: https://www.fsis.usda.gov/shared/data/EN/FoodKeeper-Data.xls; structured review CSV: https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv",3-4 Months frozen; normalized to 90-120 days,FoodKeeper value normalized to days (1 week = 7 days; 1 month = 30 days). Product catalogue name retained unchanged.
546,2,178,3,0,0,,NOT_RECOMMENDED,HIGH,FOOD_SAFETY_LIMIT,Singapore Food Agency Food Handlers Handbook,https://www.sfa.gov.sg/docs/default-source/our-services/food-handler%27s-handbook-%28english%29.pdf,"Food Handlers Handbook, section 8.1 Storage of Food: food in the 5-60 C danger zone should not be held at room temperature for more than 2 hours. Supplied source label: MOH/KKM / SFA - Room Temperature Storage Not Recommended",0 days; supplied source labels this storage condition Not Recommended.,Display a warning; do not calculate an endorsed expiry date for this storage condition.
547,2,179,1,3,5,4,AVAILABLE,HIGH,PRODUCT_SPECIFIC,USDA FoodKeeper open dataset,https://catalog.data.gov/dataset/fsis-foodkeeper-data,"FoodKeeper row: Lamb — stew meat, pieces; Official XLS: https://www.fsis.usda.gov/shared/data/EN/FoodKeeper-Data.xls; structured review CSV: https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv",3-5 Days refrigerated; normalized to 3-5 days,FoodKeeper value normalized to days (1 week = 7 days; 1 month = 30 days). Product catalogue name retained unchanged.
548,2,179,2,120,360,240,AVAILABLE,HIGH,PRODUCT_SPECIFIC,USDA FoodKeeper open dataset,https://catalog.data.gov/dataset/fsis-foodkeeper-data,"FoodKeeper row: Lamb — stew meat, pieces; Official XLS: https://www.fsis.usda.gov/shared/data/EN/FoodKeeper-Data.xls; structured review CSV: https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv",4-12 Months frozen; normalized to 120-360 days,FoodKeeper value normalized to days (1 week = 7 days; 1 month = 30 days). Product catalogue name retained unchanged.
549,2,179,3,0,0,,NOT_RECOMMENDED,HIGH,FOOD_SAFETY_LIMIT,Singapore Food Agency Food Handlers Handbook,https://www.sfa.gov.sg/docs/default-source/our-services/food-handler%27s-handbook-%28english%29.pdf,"Food Handlers Handbook, section 8.1 Storage of Food: food in the 5-60 C danger zone should not be held at room temperature for more than 2 hours. Supplied source label: MOH/KKM / SFA - Room Temperature Storage Not Recommended",0 days; supplied source labels this storage condition Not Recommended.,Display a warning; do not calculate an endorsed expiry date for this storage condition.
550,2,180,1,3,5,4,AVAILABLE,HIGH,PRODUCT_SPECIFIC,USDA FoodKeeper open dataset,https://catalog.data.gov/dataset/fsis-foodkeeper-data,"FoodKeeper row: Goat — tender whole cuts (legs, ribs, shoulder, loin); Official XLS: https://www.fsis.usda.gov/shared/data/EN/FoodKeeper-Data.xls; structured review CSV: https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv",3-5 Days refrigerated; normalized to 3-5 days,FoodKeeper value normalized to days (1 week = 7 days; 1 month = 30 days). Product catalogue name retained unchanged.
551,2,180,2,120,360,240,AVAILABLE,HIGH,PRODUCT_SPECIFIC,USDA FoodKeeper open dataset,https://catalog.data.gov/dataset/fsis-foodkeeper-data,"FoodKeeper row: Goat — tender whole cuts (legs, ribs, shoulder, loin); Official XLS: https://www.fsis.usda.gov/shared/data/EN/FoodKeeper-Data.xls; structured review CSV: https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv",4-12 Months frozen; normalized to 120-360 days,FoodKeeper value normalized to days (1 week = 7 days; 1 month = 30 days). Product catalogue name retained unchanged.
552,2,180,3,0,0,,NOT_RECOMMENDED,HIGH,FOOD_SAFETY_LIMIT,Singapore Food Agency Food Handlers Handbook,https://www.sfa.gov.sg/docs/default-source/our-services/food-handler%27s-handbook-%28english%29.pdf,"Food Handlers Handbook, section 8.1 Storage of Food: food in the 5-60 C danger zone should not be held at room temperature for more than 2 hours. Supplied source label: MOH/KKM / SFA - Room Temperature Storage Not Recommended",0 days; supplied source labels this storage condition Not Recommended.,Display a warning; do not calculate an endorsed expiry date for this storage condition.
553,2,181,1,3,5,4,AVAILABLE,HIGH,PRODUCT_SPECIFIC,USDA FoodKeeper open dataset,https://catalog.data.gov/dataset/fsis-foodkeeper-data,"FoodKeeper row: Lamb — chops, ribs, or loin; Official XLS: https://www.fsis.usda.gov/shared/data/EN/FoodKeeper-Data.xls; structured review CSV: https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv",3-5 Days refrigerated; normalized to 3-5 days,FoodKeeper value normalized to days (1 week = 7 days; 1 month = 30 days). Product catalogue name retained unchanged.
554,2,181,2,120,360,240,AVAILABLE,HIGH,PRODUCT_SPECIFIC,USDA FoodKeeper open dataset,https://catalog.data.gov/dataset/fsis-foodkeeper-data,"FoodKeeper row: Lamb — chops, ribs, or loin; Official XLS: https://www.fsis.usda.gov/shared/data/EN/FoodKeeper-Data.xls; structured review CSV: https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv",4-12 Months frozen; normalized to 120-360 days,FoodKeeper value normalized to days (1 week = 7 days; 1 month = 30 days). Product catalogue name retained unchanged.
555,2,181,3,0,0,,NOT_RECOMMENDED,HIGH,FOOD_SAFETY_LIMIT,Singapore Food Agency Food Handlers Handbook,https://www.sfa.gov.sg/docs/default-source/our-services/food-handler%27s-handbook-%28english%29.pdf,"Food Handlers Handbook, section 8.1 Storage of Food: food in the 5-60 C danger zone should not be held at room temperature for more than 2 hours. Supplied source label: MOH/KKM / SFA - Room Temperature Storage Not Recommended",0 days; supplied source labels this storage condition Not Recommended.,Display a warning; do not calculate an endorsed expiry date for this storage condition.
556,2,182,1,3,5,4,AVAILABLE,HIGH,PRODUCT_SPECIFIC,USDA FoodKeeper open dataset,https://catalog.data.gov/dataset/fsis-foodkeeper-data,FoodKeeper row: Lamb — shanks; Official XLS: https://www.fsis.usda.gov/shared/data/EN/FoodKeeper-Data.xls; structured review CSV: https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,3-5 Days refrigerated; normalized to 3-5 days,FoodKeeper value normalized to days (1 week = 7 days; 1 month = 30 days). Product catalogue name retained unchanged.
557,2,182,2,120,360,240,AVAILABLE,HIGH,PRODUCT_SPECIFIC,USDA FoodKeeper open dataset,https://catalog.data.gov/dataset/fsis-foodkeeper-data,FoodKeeper row: Lamb — shanks; Official XLS: https://www.fsis.usda.gov/shared/data/EN/FoodKeeper-Data.xls; structured review CSV: https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,4-12 Months frozen; normalized to 120-360 days,FoodKeeper value normalized to days (1 week = 7 days; 1 month = 30 days). Product catalogue name retained unchanged.
558,2,182,3,0,0,,NOT_RECOMMENDED,HIGH,FOOD_SAFETY_LIMIT,Singapore Food Agency Food Handlers Handbook,https://www.sfa.gov.sg/docs/default-source/our-services/food-handler%27s-handbook-%28english%29.pdf,"Food Handlers Handbook, section 8.1 Storage of Food: food in the 5-60 C danger zone should not be held at room temperature for more than 2 hours. Supplied source label: MOH/KKM / SFA - Room Temperature Storage Not Recommended",0 days; supplied source labels this storage condition Not Recommended.,Display a warning; do not calculate an endorsed expiry date for this storage condition.
559,2,183,1,3,5,4,AVAILABLE,HIGH,PRODUCT_SPECIFIC,USDA FoodKeeper open dataset,https://catalog.data.gov/dataset/fsis-foodkeeper-data,FoodKeeper row: Lamb — shoulder roast or shank leg half; Official XLS: https://www.fsis.usda.gov/shared/data/EN/FoodKeeper-Data.xls; structured review CSV: https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,3-5 Days refrigerated; normalized to 3-5 days,FoodKeeper value normalized to days (1 week = 7 days; 1 month = 30 days). Product catalogue name retained unchanged.
560,2,183,2,120,360,240,AVAILABLE,HIGH,PRODUCT_SPECIFIC,USDA FoodKeeper open dataset,https://catalog.data.gov/dataset/fsis-foodkeeper-data,FoodKeeper row: Lamb — shoulder roast or shank leg half; Official XLS: https://www.fsis.usda.gov/shared/data/EN/FoodKeeper-Data.xls; structured review CSV: https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,4-12 Months frozen; normalized to 120-360 days,FoodKeeper value normalized to days (1 week = 7 days; 1 month = 30 days). Product catalogue name retained unchanged.
561,2,183,3,0,0,,NOT_RECOMMENDED,HIGH,FOOD_SAFETY_LIMIT,Singapore Food Agency Food Handlers Handbook,https://www.sfa.gov.sg/docs/default-source/our-services/food-handler%27s-handbook-%28english%29.pdf,"Food Handlers Handbook, section 8.1 Storage of Food: food in the 5-60 C danger zone should not be held at room temperature for more than 2 hours. Supplied source label: MOH/KKM / SFA - Room Temperature Storage Not Recommended",0 days; supplied source labels this storage condition Not Recommended.,Display a warning; do not calculate an endorsed expiry date for this storage condition.
562,2,184,1,3,5,4,AVAILABLE,HIGH,PRODUCT_SPECIFIC,USDA FoodKeeper open dataset,https://catalog.data.gov/dataset/fsis-foodkeeper-data,"FoodKeeper row: Lamb — leg; boneless, rolled; Official XLS: https://www.fsis.usda.gov/shared/data/EN/FoodKeeper-Data.xls; structured review CSV: https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv",3-5 Days refrigerated; normalized to 3-5 days,FoodKeeper value normalized to days (1 week = 7 days; 1 month = 30 days). Product catalogue name retained unchanged.
563,2,184,2,120,360,240,AVAILABLE,HIGH,PRODUCT_SPECIFIC,USDA FoodKeeper open dataset,https://catalog.data.gov/dataset/fsis-foodkeeper-data,"FoodKeeper row: Lamb — leg; boneless, rolled; Official XLS: https://www.fsis.usda.gov/shared/data/EN/FoodKeeper-Data.xls; structured review CSV: https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv",4-12 Months frozen; normalized to 120-360 days,FoodKeeper value normalized to days (1 week = 7 days; 1 month = 30 days). Product catalogue name retained unchanged.
564,2,184,3,0,0,,NOT_RECOMMENDED,HIGH,FOOD_SAFETY_LIMIT,Singapore Food Agency Food Handlers Handbook,https://www.sfa.gov.sg/docs/default-source/our-services/food-handler%27s-handbook-%28english%29.pdf,"Food Handlers Handbook, section 8.1 Storage of Food: food in the 5-60 C danger zone should not be held at room temperature for more than 2 hours. Supplied source label: MOH/KKM / SFA - Room Temperature Storage Not Recommended",0 days; supplied source labels this storage condition Not Recommended.,Display a warning; do not calculate an endorsed expiry date for this storage condition.
565,2,185,1,3,5,4,AVAILABLE,HIGH,PRODUCT_SPECIFIC,USDA FoodKeeper open dataset,https://catalog.data.gov/dataset/fsis-foodkeeper-data,"FoodKeeper row: Lamb — chops, ribs, or loin; Official XLS: https://www.fsis.usda.gov/shared/data/EN/FoodKeeper-Data.xls; structured review CSV: https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv",3-5 Days refrigerated; normalized to 3-5 days,FoodKeeper value normalized to days (1 week = 7 days; 1 month = 30 days). Product catalogue name retained unchanged.
566,2,185,2,120,360,240,AVAILABLE,HIGH,PRODUCT_SPECIFIC,USDA FoodKeeper open dataset,https://catalog.data.gov/dataset/fsis-foodkeeper-data,"FoodKeeper row: Lamb — chops, ribs, or loin; Official XLS: https://www.fsis.usda.gov/shared/data/EN/FoodKeeper-Data.xls; structured review CSV: https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv",4-12 Months frozen; normalized to 120-360 days,FoodKeeper value normalized to days (1 week = 7 days; 1 month = 30 days). Product catalogue name retained unchanged.
567,2,185,3,0,0,,NOT_RECOMMENDED,HIGH,FOOD_SAFETY_LIMIT,Singapore Food Agency Food Handlers Handbook,https://www.sfa.gov.sg/docs/default-source/our-services/food-handler%27s-handbook-%28english%29.pdf,"Food Handlers Handbook, section 8.1 Storage of Food: food in the 5-60 C danger zone should not be held at room temperature for more than 2 hours. Supplied source label: MOH/KKM / SFA - Room Temperature Storage Not Recommended",0 days; supplied source labels this storage condition Not Recommended.,Display a warning; do not calculate an endorsed expiry date for this storage condition.
568,2,186,1,1,2,1.5,AVAILABLE,HIGH,PRODUCT_SPECIFIC,USDA FoodKeeper open dataset,https://catalog.data.gov/dataset/fsis-foodkeeper-data,FoodKeeper row: Lamb — ground; Official XLS: https://www.fsis.usda.gov/shared/data/EN/FoodKeeper-Data.xls; structured review CSV: https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,1-2 Days refrigerated; normalized to 1-2 days,FoodKeeper value normalized to days (1 week = 7 days; 1 month = 30 days). Product catalogue name retained unchanged.
569,2,186,2,90,120,105,AVAILABLE,HIGH,PRODUCT_SPECIFIC,USDA FoodKeeper open dataset,https://catalog.data.gov/dataset/fsis-foodkeeper-data,FoodKeeper row: Lamb — ground; Official XLS: https://www.fsis.usda.gov/shared/data/EN/FoodKeeper-Data.xls; structured review CSV: https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,3-4 Months frozen; normalized to 90-120 days,FoodKeeper value normalized to days (1 week = 7 days; 1 month = 30 days). Product catalogue name retained unchanged.
570,2,186,3,0,0,,NOT_RECOMMENDED,HIGH,FOOD_SAFETY_LIMIT,Singapore Food Agency Food Handlers Handbook,https://www.sfa.gov.sg/docs/default-source/our-services/food-handler%27s-handbook-%28english%29.pdf,"Food Handlers Handbook, section 8.1 Storage of Food: food in the 5-60 C danger zone should not be held at room temperature for more than 2 hours. Supplied source label: MOH/KKM / SFA - Room Temperature Storage Not Recommended",0 days; supplied source labels this storage condition Not Recommended.,Display a warning; do not calculate an endorsed expiry date for this storage condition.
571,2,187,1,3,5,4,AVAILABLE,MEDIUM,PRODUCT_GROUP_TABLE,"University of Maine Cooperative Extension, Bulletin #4107, Cold Storage Chart",https://extension.umaine.edu/publications/4107e/,"Cold Storage Chart: fresh beef, veal, lamb or pork steaks, chops and roasts; refrigerator 40 F / freezer 0 F table. This public USDA-reprinted chart is used to verify the supplied value. Supplied source label: Singapore Food Agency (SFA) / USDA FoodKeeper",3-5 days,
572,2,187,2,180,240,210,AVAILABLE,MEDIUM,PRODUCT_GROUP_TABLE,"University of Maine Cooperative Extension, Bulletin #4107, Cold Storage Chart",https://extension.umaine.edu/publications/4107e/,"Cold Storage Chart: fresh beef, veal, lamb or pork steaks, chops and roasts; refrigerator 40 F / freezer 0 F table. This public USDA-reprinted chart is used to verify the supplied value. Supplied source label: Ministry of Health Malaysia (MOH/KKM) / SFA",180-240 days,
573,2,187,3,0,0,,NOT_RECOMMENDED,HIGH,FOOD_SAFETY_LIMIT,Singapore Food Agency Food Handlers Handbook,https://www.sfa.gov.sg/docs/default-source/our-services/food-handler%27s-handbook-%28english%29.pdf,"Food Handlers Handbook, section 8.1 Storage of Food: food in the 5-60 C danger zone should not be held at room temperature for more than 2 hours. Supplied source label: MOH/KKM / SFA - Room Temperature Storage Not Recommended",0 days; supplied source labels this storage condition Not Recommended.,Display a warning; do not calculate an endorsed expiry date for this storage condition.
574,2,188,1,3,5,4,AVAILABLE,HIGH,PRODUCT_SPECIFIC,USDA FoodKeeper open dataset,https://catalog.data.gov/dataset/fsis-foodkeeper-data,"FoodKeeper row: Pork — loin roast, boneless; Official XLS: https://www.fsis.usda.gov/shared/data/EN/FoodKeeper-Data.xls; structured review CSV: https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv",3-5 Days refrigerated; normalized to 3-5 days,FoodKeeper value normalized to days (1 week = 7 days; 1 month = 30 days). Product catalogue name retained unchanged.
